cod_familiar_fam;n_pessoas_fam;qtd_pessoas_domic_fam
3194599186;4;4.0
3194635832;1;1.0
3194653490;2;2.0
3194659340;3;3.0
3194705202;5;4.0
3194724266;2;2.0
3194728415;1;1.0
3194730827;4;4.0
3194732102;5;5.0
3194802240;4;4.0
3194873261;2;2.0
3194914200;2;2.0
3194928856;3;2.0
3194940716;1;1.0
3194952641;8;5.0
3194985574;2;2.0
3185296702;5;5.0
3185327519;5;5.0
3185335538;2;1.0
3185338715;2;2.0
3185355130;6;5.0
3185366093;3;3.0
3185374193;2;2.0
3185394976;4;4.0
3185404017;4;4.0
3185436563;5;5.0
3185450396;3;2.0
3185453301;3;2.0
3185455789;5;5.0
3185475119;3;3.0
3185493958;5;5.0
3185552717;3;5.0
3185561627;4;4.0
3185586883;4;4.0
3185604296;3;3.0
3185605934;4;4.0
3185623401;4;4.0
3185626931;3;3.0
3185647696;4;4.0
3185648749;4;4.0
3185670833;4;4.0
3185674588;4;4.0
3185694260;5;4.0
3185694694;4;4.0
3185697529;2;2.0
3185721250;1;5.0
3185726057;4;2.0
3185784847;1;1.0
3185787609;2;2.0
3185791975;5;4.0
3185794990;2;2.0
3185812301;2;2.0
3185827244;2;2.0
3185838602;1;1.0
3185845498;3;3.0
3185848675;3;3.0
3185864360;2;2.0
3185906039;2;3.0
3185914309;3;3.0
3185915291;2;3.0
3185920376;3;3.0
3185922409;4;4.0
3185947819;3;3.0
3185949439;1;1.0
3185970802;2;2.0
3186043883;3;3.0
3186069920;4;4.0
3186127637;1;1.0
3186164168;1;1.0
3186173230;4;3.0
3186179351;2;2.0
3186187370;3;3.0
3186239354;6;3.0
3186258731;4;4.0
3186350034;2;2.0
3186351430;2;2.0
3186371465;1;1.0
3186452201;2;2.0
3186458587;4;4.0
3186468540;4;4.0
3186501857;1;1.0
3186546796;1;1.0
3186556830;2;2.0
3186564859;2;2.0
3186601053;5;4.0
3186655579;2;3.0
3186709687;6;6.0
3186742200;1;1.0
3186799228;3;3.0
3186812690;6;6.0
3186827108;2;2.0
3186859492;3;3.0
3186887780;1;1.0
3186911168;2;1.0
3186954568;4;4.0
3187063691;3;3.0
3187067255;1;2.0
3187134890;2;2.0
3187157670;5;5.0
3187180574;2;2.0
3187204694;2;2.0
3187325300;5;5.0
3187381987;2;2.0
3187749410;3;3.0
3187750184;3;1.0
3187762603;2;1.0
3187774520;1;1.0
3187781144;3;1.0
3187791450;9;4.0
3187810004;4;3.0
3187847420;2;2.0
3187868932;1;1.0
3187928269;1;3.0
3187938221;3;1.0
3187939112;2;2.0
3188006918;1;1.0
3188071655;4;4.0
3188154607;3;3.0
3188159668;4;4.0
3188175434;1;1.0
3188241593;3;3.0
3188326076;2;2.0
3188403402;4;4.0
3188453930;7;9.0
3188534183;5;5.0
3188539495;3;3.0
3188552084;4;4.0
3188567944;5;3.0
3188592540;1;1.0
3188615507;3;3.0
3188624689;2;2.0
3188634641;1;1.0
3188651651;2;2.0
3188669860;3;4.0
3188672900;5;4.0
3188826630;6;6.0
3188834063;4;3.0
3188940920;3;3.0
3188942389;2;2.0
3189010137;4;1.0
3189020108;3;3.0
3189063680;3;3.0
3189063761;2;3.0
3189066515;1;1.0
3189131864;1;3.0
3189161852;3;3.0
3189174245;2;2.0
3189202800;1;1.0
3189226300;3;4.0
3189298564;2;2.0
3189339503;1;1.0
3189515921;1;1.0
3189520925;2;2.0
3189557330;4;3.0
3189560714;3;2.0
3189575584;2;2.0
3189587248;3;4.0
3189601330;4;4.0
3189629935;4;3.0
3189655855;3;3.0
3189662983;2;2.0
3189777292;4;2.0
3189784744;4;4.0
3189948879;3;3.0
3189952639;2;2.0
3189954925;3;3.0
3190020809;4;3.0
3190101205;1;1.0
3190103259;5;5.0
3190105626;2;3.0
3190204799;5;4.0
3190208948;1;3.0
3190213780;2;2.0
3190230102;4;4.0
3190264260;3;3.0
3190302618;2;2.0
3190352399;1;1.0
3190377111;1;1.0
3190387346;5;5.0
3190428719;1;1.0
3190448663;7;7.0
3190513236;4;2.0
3190607567;2;2.0
3190681376;4;5.0
3190718717;3;3.0
3190725250;3;2.0
3190752060;3;3.0
3190785589;4;4.0
3190824231;2;5.0
3190824827;2;2.0
3190825807;3;3.0
3190849226;1;1.0
3190866236;1;1.0
3190874760;2;2.0
3190907951;2;2.0
3190911045;1;1.0
3190925348;1;1.0
3190960682;2;2.0
3191005021;3;3.0
3191254838;4;4.0
3191263233;5;5.0
3191278346;2;2.0
3191309918;1;1.0
3191331840;1;2.0
3191362800;4;4.0
3191405208;4;2.0
3191436359;1;1.0
3191449175;3;3.0
3191576959;3;3.0
3191609806;4;4.0
3191682473;4;3.0
3191838821;6;3.0
3191873147;2;2.0
3191961607;2;2.0
3191966587;1;1.0
3191979565;4;4.0
3192115920;2;2.0
3192153857;2;2.0
3192222417;2;2.0
3192240822;1;1.0
3192316233;2;2.0
3192544708;2;1.0
3192856858;2;1.0
3192866810;2;5.0
3192869321;1;1.0
3192900423;4;2.0
3192915102;2;2.0
3192920700;1;1.0
3192942002;5;4.0
3192976594;3;2.0
3192977213;2;2.0
3193036323;3;3.0
3193124028;2;2.0
3193149446;2;2.0
3193232696;4;5.0
3193353213;4;4.0
3193410381;1;3.0
3193445843;1;1.0
3193503630;2;1.0
3193526096;2;2.0
3193551520;2;2.0
3193569062;4;4.0
3193570826;4;4.0
3193577081;1;1.0
3193597007;7;6.0
3193623610;1;3.0
3193680923;5;5.0
3193829404;2;2.0
3193877980;4;4.0
3193879509;4;4.0
3195078317;6;6.0
3195080567;2;2.0
3195106035;2;2.0
3195115611;3;3.0
3195122235;2;2.0
3195127547;2;2.0
3195146339;9;5.0
3195169118;2;2.0
3195183960;5;4.0
3195203154;3;2.0
3195212307;5;5.0
3195213206;5;4.0
3195217619;3;5.0
3195291851;1;1.0
3195382571;1;1.0
3195404648;4;3.0
3195468107;2;2.0
3195497557;5;5.0
3195553996;2;2.0
3195563100;3;3.0
3195575612;3;3.0
3195586304;3;3.0
3195722267;6;5.0
3195730448;2;2.0
3195767953;3;3.0
3195840111;1;2.0
3195898462;2;2.0
3195899868;3;1.0
3195911744;3;3.0
3195921030;4;3.0
3195933047;2;3.0
3195934361;1;1.0
3195945649;4;4.0
3195988968;4;2.0
3196030911;2;2.0
3196038068;3;3.0
3196100200;3;2.0
3196143287;2;2.0
3196179125;4;4.0
3196181456;2;2.0
3196514013;2;2.0
3196535100;4;4.0
3196535282;3;3.0
3196539601;2;2.0
3196546640;3;3.0
3196568539;3;3.0
3196573290;3;3.0
3196575900;1;1.0
3196585034;3;3.0
3196596400;2;2.0
3196599094;4;4.0
3196602656;1;1.0
3196611213;2;2.0
3196611647;3;3.0
3196619206;2;2.0
3196620980;2;2.0
3196634183;5;5.0
3196647080;5;5.0
3196664503;5;2.0
3196707164;4;4.0
3196720268;1;1.0
3196730492;6;3.0
3196751490;1;1.0
3196764800;2;2.0
3196765105;3;3.0
3196226220;4;3.0
3196286800;7;3.0
3196299961;2;2.0
3196337219;3;3.0
3196359107;4;3.0
3196383245;1;1.0
3196399168;4;2.0
3196416275;1;1.0
3196418138;5;5.0
3196434508;3;3.0
3196437272;2;3.0
3196464245;1;
3196469123;6;5.0
3196491641;3;3.0
3196492966;5;3.0
3196503240;4;4.0
3196781305;3;2.0
3196781569;4;4.0
3196783693;4;4.0
3196820807;2;2.0
3196831922;1;1.0
3196847500;2;2.0
3196852172;2;2.0
3196853497;3;3.0
3196864936;3;3.0
3196867951;3;1.0
3196896625;4;5.0
3196899489;3;3.0
3196900088;1;1.0
3196902617;6;6.0
3196921247;3;3.0
3196922219;5;5.0
3196927288;2;2.0
3196927440;1;1.0
3196957276;2;2.0
3196961460;2;2.0
3196968120;1;1.0
3196972232;1;3.0
3196977625;3;3.0
3196978001;4;4.0
3196991377;2;2.0
3196993078;6;5.0
3197002830;3;3.0
3197007557;5;5.0
3197007638;1;1.0
3197026934;4;4.0
3197034287;1;1.0
3197042700;4;4.0
3197051025;2;2.0
3197051459;2;2.0
3197056418;1;1.0
3197073266;2;2.0
3197076958;3;3.0
3197077504;2;2.0
3197077849;3;3.0
3197100336;3;3.0
3197101146;1;2.0
3197104080;3;3.0
3197108078;2;2.0
3197110218;3;2.0
3197128001;2;2.0
3197142845;1;4.0
3197146166;3;2.0
3197148886;4;4.0
3197153103;4;4.0
3197179331;3;3.0
3197213106;2;2.0
3197226275;4;4.0
3197227751;3;3.0
3197243528;8;6.0
3197244761;3;4.0
3197247353;2;2.0
3197256182;3;3.0
3197262158;2;2.0
3197270762;3;3.0
3197277422;2;2.0
3197281888;2;2.0
3197288548;5;5.0
3197288971;3;3.0
3197292499;4;4.0
3197297458;3;3.0
3197353110;2;2.0
3197356136;2;2.0
3203595303;4;3.0
3203600919;5;5.0
3203615860;1;1.0
3203631555;3;3.0
3203642751;1;1.0
3203786320;1;4.0
3203799731;4;4.0
3203932083;3;1.0
3203944170;3;3.0
3203955296;3;3.0
3204178676;2;2.0
3204179800;3;3.0
3204187900;1;3.0
3204188558;2;2.0
3204230007;4;4.0
3204246000;5;4.0
3204347532;2;2.0
3204390624;1;2.0
3204404510;1;1.0
3204445038;4;2.0
3204445976;1;1.0
3204472787;3;3.0
3204476502;1;1.0
3204489671;4;4.0
3204540022;9;4.0
3204580326;2;2.0
3204614328;6;6.0
3204636569;4;4.0
3204655350;1;2.0
3204661083;1;1.0
3204677320;3;2.0
3204688364;2;2.0
3204740110;2;2.0
3204757781;1;2.0
3204784088;3;2.0
3204784592;3;2.0
3204825965;2;2.0
3204854981;3;3.0
3204856682;2;3.0
3204879119;2;2.0
3204932702;3;10.0
3204933261;7;4.0
3204969100;3;3.0
3205020316;1;2.0
3205036581;2;2.0
3205072111;2;2.0
3205199375;1;1.0
3205235860;1;1.0
3205247442;4;4.0
3205256514;2;2.0
3205265505;2;2.0
3205283406;2;2.0
3205355334;4;4.0
3205359836;4;4.0
3205375106;3;3.0
3205396286;2;2.0
3205458494;1;1.0
3205495004;3;3.0
3205510593;3;3.0
3205515633;4;3.0
3205547756;3;3.0
3205567781;5;5.0
3205663748;5;3.0
3205692764;6;3.0
3205696751;4;4.0
3205742028;3;3.0
3205778308;3;2.0
3205800087;3;3.0
3205819853;3;3.0
3205938607;6;3.0
3206006619;5;4.0
3206057876;1;2.0
3206067081;4;3.0
3206089484;3;3.0
3206475520;2;2.0
3206691575;3;3.0
3206742587;2;2.0
3206802318;2;2.0
3206895812;3;3.0
3206915864;3;3.0
3207288979;1;1.0
3207316930;7;7.0
3207602436;4;4.0
3207614604;2;2.0
3207635601;6;6.0
3207657508;5;5.0
3197369548;1;1.0
3197374894;1;1.0
3197390407;8;4.0
3197390903;4;4.0
3197427840;2;3.0
3197437560;3;3.0
3197438450;2;2.0
3197496736;3;3.0
3197507444;1;1.0
3197521609;3;3.0
3197533607;4;4.0
3197540816;1;3.0
3197587618;3;3.0
3197608470;1;1.0
3197622626;4;4.0
3197635604;2;2.0
3197647459;2;2.0
3197662172;4;4.0
3197679903;3;3.0
3197686004;3;3.0
3197703979;2;2.0
3197717252;1;1.0
3197731247;3;3.0
3197735404;1;1.0
3197753488;2;2.0
3197779797;3;1.0
3197787030;4;3.0
3197811003;1;1.0
3197825306;4;4.0
3197833830;2;2.0
3197855051;1;1.0
3197855302;4;4.0
3197889037;5;4.0
3197893573;8;7.0
3197895274;1;1.0
3197913434;2;2.0
3197931092;4;4.0
3197933621;4;4.0
3197940750;2;2.0
3197945980;2;2.0
3197967283;1;1.0
3197977599;3;3.0
3197984706;4;4.0
3197994841;2;2.0
3198002290;4;4.0
3198013577;2;3.0
3198015510;2;2.0
3198029902;1;1.0
3198036003;3;2.0
3198043212;5;5.0
3198045266;1;1.0
3198050189;5;5.0
3198054095;1;1.0
3198074525;2;2.0
3198076498;2;3.0
3198083273;5;5.0
3198085136;4;4.0
3198085217;2;2.0
3198085306;1;1.0
3198088402;1;1.0
3198097142;4;4.0
3198113288;2;2.0
3198120225;3;3.0
3198120578;5;5.0
3198136067;4;3.0
3198143195;4;4.0
3198149126;1;1.0
3198165750;1;3.0
3198169828;4;3.0
3198179548;2;2.0
3198181950;5;5.0
3198192307;2;2.0
3198223547;5;5.0
3198236959;2;2.0
3198297826;3;3.0
3198327083;3;5.0
3198346118;5;4.0
3198359015;6;6.0
3198399823;4;4.0
3198410223;2;2.0
3198410304;4;4.0
3198428785;2;3.0
3198441455;4;4.0
3198452228;8;8.0
3198459583;2;2.0
3198483883;3;3.0
3198484774;3;2.0
3198487790;4;4.0
3198496780;2;2.0
3198514355;1;6.0
3198517532;3;3.0
3198518938;1;2.0
3198542561;2;2.0
3198543371;2;2.0
3198545072;1;2.0
3198545153;4;4.0
3198558808;3;3.0
3198560039;1;1.0
3198586500;1;1.0
3198601088;4;4.0
3198603374;3;3.0
3198618487;3;3.0
3198640490;2;2.0
3198715687;5;4.0
3198723868;4;4.0
3198731615;2;2.0
3198765277;4;2.0
3198778093;4;3.0
3198794021;3;1.0
3198804353;1;1.0
3198805830;3;3.0
3198809150;4;4.0
3198848210;4;4.0
3198850703;4;4.0
3198860504;1;4.0
3198874483;3;3.0
3198904307;4;4.0
3198934214;3;3.0
3198943981;8;8.0
3198944953;4;4.0
3198946492;5;2.0
3198955998;4;4.0
3198970792;5;5.0
3198977100;4;4.0
3198978262;6;5.0
3198984661;5;5.0
3198995191;5;6.0
3198997216;6;7.0
3199105718;2;2.0
3199111793;1;2.0
3199121241;2;2.0
3199147127;4;4.0
3199161707;1;1.0
3199178006;1;2.0
3199182623;4;4.0
3199283730;2;2.0
3199382398;2;2.0
3199400639;3;3.0
3199403654;4;3.0
3199420745;1;1.0
3199445810;3;2.0
3199498850;1;1.0
3199513409;3;3.0
3199516424;3;3.0
3199534830;4;3.0
3199542778;2;2.0
3199600646;4;4.0
3199692230;8;7.0
3199699839;4;5.0
3199713173;3;3.0
3199719104;2;3.0
3199727042;2;2.0
3199791050;4;4.0
3199798578;3;3.0
3199817203;3;2.0
3199833586;5;5.0
3199838464;1;1.0
3199848001;2;2.0
3199981690;2;2.0
3200101636;4;8.0
3200214678;2;2.0
3200268417;2;2.0
3200289503;3;3.0
3200319348;5;5.0
3200352809;1;2.0
3200380330;1;1.0
3200405775;4;4.0
3200449985;4;3.0
3200460369;1;1.0
3200531991;2;2.0
3200552301;2;2.0
3200574372;5;5.0
3200585900;1;1.0
3200606169;2;2.0
3200617799;3;1.0
3200628995;1;1.0
3200631430;1;1.0
3200636661;6;6.0
3200651466;5;5.0
3200651709;3;3.0
3200681292;3;3.0
3200696729;1;1.0
3200703520;3;3.0
3200723203;4;4.0
3200724528;3;3.0
3200727705;1;1.0
3200728191;2;2.0
3200737263;1;1.0
3200741295;1;1.0
3200744200;4;4.0
3200748893;3;3.0
3200755245;2;2.0
3200759585;4;4.0
3200761997;3;3.0
3200762969;1;1.0
3200763507;3;3.0
3200767090;5;5.0
3200770805;3;3.0
3200771798;1;1.0
3200776404;3;3.0
3200777133;3;3.0
3200780606;1;1.0
3200781912;5;4.0
3200782056;2;2.0
3200782641;3;3.0
3200783451;3;1.0
3200785314;1;1.0
3200786558;1;1.0
3200787791;4;4.0
3200788330;2;2.0
3200789069;3;4.0
3200789816;3;3.0
3200791390;4;4.0
3200793929;6;6.0
3200794909;4;2.0
3200795700;5;5.0
3200798211;2;2.0
3200798726;1;1.0
3200799889;6;6.0
3200800488;2;1.0
3200801298;5;4.0
3200801379;3;3.0
3200802693;3;2.0
3200803827;4;4.0
3200804203;2;2.0
3200804980;3;3.0
3200805013;5;6.0
3200805790;2;2.0
3200806176;4;4.0
3200806761;4;4.0
3200806923;5;5.0
3200807571;4;4.0
3200807652;4;4.0
3200808543;2;2.0
3200808624;3;3.0
3200808705;4;4.0
3200809000;5;4.0
3200809949;3;4.0
3201368687;1;1.0
3201418455;4;4.0
3201511315;3;3.0
3201532746;4;4.0
3201580201;1;1.0
3201599069;5;4.0
3201632619;3;3.0
3201647993;2;2.0
3201679763;4;4.0
3201738441;6;6.0
3201757900;5;5.0
3201828785;3;3.0
3201860590;3;3.0
3201905607;6;6.0
3201993204;5;5.0
3202026313;4;4.0
3202033441;1;1.0
3202033603;7;5.0
3202034090;1;1.0
3202078542;6;4.0
3202078895;1;1.0
3202109790;1;1.0
3202161369;2;4.0
3202188801;2;2.0
3202207458;1;1.0
3202384074;3;3.0
3202455192;8;6.0
3202471635;2;2.0
3202534815;2;2.0
3202564137;1;1.0
3202572407;3;3.0
3202679031;4;4.0
3202680986;1;1.0
3202688707;4;4.0
3202693298;4;4.0
3202728008;2;2.0
3202770039;2;2.0
3202772082;4;4.0
3202775006;3;2.0
3202901400;3;3.0
3202928600;3;2.0
3202945017;3;3.0
3202953117;4;4.0
3203066661;2;2.0
3203137194;3;3.0
3203201542;2;2.0
3203206935;4;4.0
3203288648;4;3.0
3203295857;2;2.0
3203345706;3;2.0
3203356660;2;4.0
3203382075;3;2.0
3203430819;1;1.0
3207756905;2;3.0
3207790763;4;3.0
3207828914;3;4.0
3207936997;1;1.0
3207940757;1;1.0
3207945201;1;1.0
3207974570;3;3.0
3208010478;2;2.0
3208032951;4;4.0
3208126182;1;2.0
3208236280;6;5.0
3208301952;2;2.0
3208320825;1;1.0
3208335504;2;2.0
3208348169;3;2.0
3208352352;5;4.0
3208384475;3;3.0
3208453701;2;1.0
3208544855;3;3.0
3208698909;3;3.0
3208914377;2;2.0
3208919417;3;3.0
3208925654;1;1.0
3208932944;3;2.0
3208935293;4;3.0
3208937903;2;2.0
3208952708;3;5.0
3208955804;4;4.0
3208964986;1;1.0
3208975082;1;3.0
3209057800;3;3.0
3209108900;5;3.0
3215976137;3;3.0
3215976641;4;2.0
3215976803;4;4.0
3215977613;2;2.0
3215977702;3;3.0
3215977885;3;3.0
3215978180;2;2.0
3215978423;6;5.0
3215979667;2;2.0
3215979748;4;4.0
3215980320;2;2.0
3215980401;2;2.0
3215980673;4;4.0
3215981130;2;2.0
3215981726;2;2.0
3215981807;7;6.0
3215982293;2;2.0
3215983850;4;4.0
3215983931;3;2.0
3215984075;2;5.0
3215984407;2;3.0
3215984822;6;5.0
3215984903;4;4.0
3215985551;2;4.0
3215985713;4;3.0
3215986280;1;8.0
3216013944;5;7.0
3216015645;6;6.0
3216030016;3;3.0
3216032736;3;3.0
3216038343;3;3.0
3216040674;3;2.0
3216042375;3;3.0
3216046109;2;2.0
3216047768;2;3.0
3216050203;3;3.0
3216052842;4;4.0
3216056597;4;4.0
3216060519;4;3.0
3216062058;4;3.0
3216065073;3;4.0
3216067440;4;4.0
3216070158;4;4.0
3216075621;5;5.0
3216077594;5;5.0
3216108490;4;5.0
3216108570;1;1.0
3216121402;5;5.0
3216126048;2;2.0
3216134814;2;2.0
3216139530;2;5.0
3216157008;5;5.0
3216382559;1;1.0
3216422879;2;2.0
3216452352;4;1.0
3216455963;1;1.0
3216465250;5;5.0
3216513327;3;6.0
3216551172;4;4.0
3216720896;1;1.0
3216780600;4;3.0
3216785750;4;4.0
3216791998;3;3.0
3216817547;4;4.0
3216863573;2;2.0
3216890970;2;2.0
3216921603;3;3.0
3216923304;5;5.0
3216953645;4;4.0
3216976696;1;1.0
3217003098;4;4.0
3217003926;3;3.0
3217004906;2;2.0
3217063317;2;2.0
3217094700;3;3.0
3217096401;7;6.0
3217107977;2;2.0
3217110170;4;3.0
3217121457;1;3.0
3217131258;6;5.0
3217151950;5;4.0
3217161327;1;1.0
3217167600;3;3.0
3217183991;4;4.0
3217195736;4;4.0
3217215001;2;3.0
3217226631;4;4.0
3217237161;4;3.0
3217243641;1;1.0
3217262433;3;3.0
3217263839;3;3.0
3217267400;4;4.0
3217291700;6;6.0
3217304020;3;5.0
3217310500;4;4.0
3217327071;2;2.0
3217341066;4;4.0
3217352181;5;2.0
3217356179;4;3.0
3217362497;3;3.0
3217382331;1;1.0
3217400682;6;5.0
3217415523;3;4.0
3217417224;3;3.0
3217441109;3;8.0
3217452992;2;2.0
3217488830;4;4.0
3217628519;5;5.0
3209143722;3;3.0
3209155496;2;3.0
3209157197;6;2.0
3209189633;3;3.0
3209294003;5;4.0
3209322732;2;2.0
3209335044;3;3.0
3209363927;2;2.0
3209403309;4;4.0
3209412642;1;1.0
3209439842;4;4.0
3209516260;5;4.0
3209536538;3;3.0
3209542180;1;1.0
3209610878;4;4.0
3209618186;6;5.0
3209621489;2;2.0
3209672121;3;4.0
3209706719;3;2.0
3209760098;1;1.0
3209802351;3;3.0
3209816905;2;2.0
3209854823;4;4.0
3209864705;1;1.0
3209965226;2;3.0
3210008205;1;1.0
3210042489;3;2.0
3210052107;3;3.0
3210145105;4;4.0
3210146934;2;2.0
3210159599;3;3.0
3210179433;7;7.0
3210186642;6;6.0
3210214794;7;6.0
3210214956;4;4.0
3210223190;2;3.0
3210272565;4;4.0
3210279306;1;1.0
3210307881;1;4.0
3210341397;5;6.0
3210360936;1;1.0
3210366543;3;3.0
3210375100;2;2.0
3210415854;4;4.0
3210421153;4;5.0
3210429219;1;3.0
3210433674;3;3.0
3210470600;5;4.0
3210485470;5;5.0
3210515212;2;2.0
3210545391;3;2.0
3210552096;4;4.0
3210580383;4;3.0
3210586071;1;1.0
3210609110;4;3.0
3210623104;1;1.0
3210624933;4;4.0
3210631719;5;5.0
3210634653;3;3.0
3210643644;2;2.0
3210664560;4;4.0
3210678600;3;3.0
3210681651;5;5.0
3210711070;3;2.0
3210712476;4;2.0
3210722510;3;3.0
3210732825;2;3.0
3210744750;2;2.0
3210745480;4;4.0
3210757143;1;3.0
3210765243;4;4.0
3210774315;2;2.0
3210776369;4;4.0
3210780129;4;4.0
3210782504;5;5.0
3210786917;4;1.0
3210791325;2;2.0
3210795908;2;2.0
3210796556;2;2.0
3210799571;3;2.0
3210800847;2;3.0
3210804320;3;2.0
3210806705;4;1.0
3210829829;2;2.0
3210845000;3;3.0
3210847304;2;2.0
3210874883;2;2.0
3210878528;4;3.0
3210901287;1;3.0
3210902259;4;4.0
3210927162;8;6.0
3210973350;2;2.0
3210982856;5;5.0
3211036709;3;4.0
3211038078;2;2.0
3211058346;6;4.0
3211091637;5;3.0
3211102698;3;3.0
3211190023;4;4.0
3211196579;4;4.0
3211201750;4;4.0
3211226150;1;1.0
3211246266;3;3.0
3211277307;6;6.0
3211279199;4;5.0
3211293930;2;2.0
3211307745;6;6.0
3211331026;1;6.0
3211391274;3;5.0
3211420126;3;3.0
3211451609;4;4.0
3211474480;9;4.0
3211504060;4;4.0
3211526463;2;2.0
3211537236;4;3.0
3211551069;2;2.0
3211579745;3;3.0
3211589112;3;3.0
3211624120;1;1.0
3211628460;6;5.0
3211642617;3;3.0
3211651950;2;2.0
3211672524;1;5.0
3211690697;4;3.0
3211701567;3;2.0
3211704906;1;4.0
3211727795;3;1.0
3211739610;2;2.0
3211743308;4;4.0
3220842372;2;1.0
3220896200;2;3.0
3220904157;3;3.0
3220909469;2;2.0
3220926398;6;5.0
3220937080;3;3.0
3220960065;2;1.0
3221081871;2;1.0
3221102461;1;3.0
3221110642;1;4.0
3221153457;6;6.0
3221173997;4;4.0
3221196695;3;3.0
3221311893;2;2.0
3221329083;3;4.0
3221378963;3;2.0
3221439261;2;2.0
3221446985;3;3.0
3221511558;3;3.0
3221530005;4;3.0
3221564082;5;5.0
3221648189;5;4.0
3221651309;1;1.0
3221700369;3;3.0
3221706057;7;7.0
3222010048;4;4.0
3222032602;4;4.0
3222093318;6;16.0
3222108285;2;2.0
3222108366;9;7.0
3222115222;1;3.0
3222206023;2;2.0
3222230242;2;2.0
3222253021;2;2.0
3222255407;6;5.0
3222273480;4;4.0
3222332240;5;5.0
3222384630;3;4.0
3222404330;5;3.0
3222451680;3;3.0
3222526109;1;1.0
3222551553;2;2.0
3222612870;2;2.0
3222623309;9;6.0
3222630933;2;2.0
3222672938;2;2.0
3222707073;3;1.0
3222717389;4;4.0
3222742065;5;4.0
3222749744;4;4.0
3222759464;3;3.0
3222770786;5;5.0
3222794537;4;4.0
3222831599;5;4.0
3222878200;4;4.0
3222894590;5;3.0
3223009329;2;2.0
3223019049;2;1.0
3223024123;2;3.0
3223044310;2;4.0
3223048499;3;5.0
3223118969;2;2.0
3223121757;5;5.0
3223218670;1;1.0
3223258035;3;3.0
3223424733;1;1.0
3223477004;3;8.0
3223515020;3;3.0
3223536370;1;1.0
3223554866;2;4.0
3223637648;3;3.0
3223688633;1;1.0
3223709738;2;1.0
3223725423;1;1.0
3223752749;1;2.0
3223805370;3;1.0
3223839437;2;2.0
3223895183;3;3.0
3224022477;1;4.0
3224072733;4;4.0
3224077107;2;2.0
3224129948;5;3.0
3224139668;1;1.0
3224185007;2;2.0
3224353821;3;3.0
3224391677;2;2.0
3224449004;2;2.0
3224468050;7;5.0
3211752129;3;3.0
3211754334;3;3.0
3211770453;2;2.0
3211770615;1;4.0
3211795286;4;4.0
3211800891;4;4.0
3211877762;2;2.0
3211927611;1;1.0
3211948619;2;2.0
3212011831;3;2.0
3212095750;3;3.0
3212103876;1;1.0
3212115530;5;4.0
3212148462;3;1.0
3212165391;2;5.0
3212168145;4;3.0
3212179260;3;4.0
3212206179;4;4.0
3212226528;1;1.0
3212243708;4;3.0
3212266317;2;2.0
3212275499;5;5.0
3212310740;6;5.0
3212388188;3;3.0
3212396440;3;3.0
3212437650;4;4.0
3212457414;5;3.0
3212518308;3;3.0
3212523492;2;3.0
3212541474;3;3.0
3212563524;4;4.0
3212588357;4;2.0
3212594675;4;4.0
3212602015;2;2.0
3212609290;2;2.0
3212611430;1;1.0
3212613998;3;4.0
3212617470;3;3.0
3212619686;3;4.0
3212626208;1;1.0
3212626461;1;1.0
3212632194;3;3.0
3212648007;3;2.0
3212650338;3;3.0
3212651571;4;2.0
3212688572;2;2.0
3212692413;5;5.0
3212713860;3;3.0
3212757990;3;3.0
3212779373;6;6.0
3212787554;1;2.0
3212808900;5;5.0
3212878274;6;6.0
3212893583;3;2.0
3212957654;6;6.0
3212967617;4;3.0
3212989424;3;3.0
3213087785;5;2.0
3213096776;5;5.0
3213100471;2;2.0
3213167118;2;2.0
3213221937;2;2.0
3213239127;4;4.0
3213251097;3;1.0
3213272256;3;2.0
3213289817;2;2.0
3213290823;3;3.0
3213326100;2;2.0
3213376620;3;2.0
3213382000;2;2.0
3213453633;4;3.0
3213465135;4;3.0
3213469718;4;4.0
3213497410;4;4.0
3213505706;4;4.0
3213542733;1;1.0
3213564974;6;4.0
3213591602;3;2.0
3213610674;3;2.0
3213636800;1;1.0
3213669644;2;2.0
3213674990;4;4.0
3213708216;4;4.0
3213761885;3;3.0
3213784745;3;3.0
3213787922;4;4.0
3213819204;5;20.0
3213823902;3;3.0
3213835323;6;7.0
3213860514;4;4.0
3213894680;3;3.0
3213931985;4;4.0
3213977543;4;4.0
3213999199;4;4.0
3213999431;4;4.0
3214026852;1;3.0
3214039326;4;4.0
3214050052;3;3.0
3214099574;3;3.0
3214101498;4;3.0
3214146246;2;2.0
3214171003;5;5.0
3214214691;3;3.0
3214252780;4;4.0
3214387448;2;2.0
3214390236;3;3.0
3214400053;5;5.0
3214411330;1;1.0
3214553046;5;5.0
3214573586;5;5.0
3214583387;4;3.0
3214586564;4;4.0
3214616811;2;2.0
3214626965;5;5.0
3214636685;2;4.0
3214719700;4;4.0
3214746430;3;3.0
3214798073;2;2.0
3214833677;2;2.0
3214887769;1;1.0
3214949039;2;2.0
3214991310;2;2.0
3215010399;1;1.0
3215017644;2;2.0
3215052393;3;3.0
3215055813;3;2.0
3215080923;4;4.0
3215093588;2;2.0
3215118246;3;3.0
3215142201;3;3.0
3215174235;3;3.0
3215198177;6;6.0
3215353326;2;2.0
3215384558;2;2.0
3215459310;5;5.0
3215489813;3;3.0
3215540355;1;1.0
